timestamp,power_w,temperature_c,gpu_util_pct,memory_used_mib,graphics_clock_mhz,memory_clock_mhz
2026/07/30 22:57:18.730, 15.32, 25, 0, 770, 180, 405
2026/07/30 22:57:19.795, 77.52, 27, 0, 1307, 2610, 13365
2026/07/30 22:57:20.866, 79.19, 27, 83, 88209, 2610, 13365
2026/07/30 22:57:21.937, 100.29, 28, 84, 88209, 2610, 13365
2026/07/30 22:57:23.009, 100.35, 28, 84, 88209, 2617, 13365
2026/07/30 22:57:24.087, 99.96, 28, 85, 88209, 2617, 13365
2026/07/30 22:57:25.166, 100.29, 28, 85, 88209, 2617, 13365
2026/07/30 22:57:26.244, 100.21, 28, 85, 88209, 2617, 13365
2026/07/30 22:57:27.315, 103.10, 28, 5, 92585, 2610, 13365
2026/07/30 22:57:28.378, 101.17, 28, 0, 92585, 2617, 13365
2026/07/30 22:57:29.441, 80.04, 28, 0, 92585, 2610, 13365
2026/07/30 22:57:30.504, 76.19, 28, 0, 92585, 2610, 13365
2026/07/30 22:57:31.572, 207.84, 42, 95, 92673, 2565, 13365
2026/07/30 22:57:32.637, 339.95, 40, 100, 92673, 1837, 13365
2026/07/30 22:57:33.700, 309.37, 33, 79, 92673, 2242, 13365
2026/07/30 22:57:34.763, 356.54, 39, 100, 92673, 1987, 13365
2026/07/30 22:57:35.833, 326.08, 35, 79, 92673, 2160, 13365
2026/07/30 22:57:36.905, 329.06, 41, 100, 92673, 1695, 13365
2026/07/30 22:57:37.972, 353.64, 45, 89, 92673, 2445, 13365
2026/07/30 22:57:39.038, 325.61, 43, 100, 92673, 1747, 13365
2026/07/30 22:57:40.108, 339.47, 45, 87, 92673, 2370, 13365
2026/07/30 22:57:41.170, 354.18, 43, 100, 92673, 1732, 13365
2026/07/30 22:57:42.232, 331.01, 46, 88, 92673, 2385, 13365
2026/07/30 22:57:43.298, 340.28, 44, 100, 92673, 1762, 13365
2026/07/30 22:57:44.363, 351.52, 43, 100, 92673, 2242, 13365
2026/07/30 22:57:45.426, 334.30, 40, 88, 92673, 1792, 13365
2026/07/30 22:57:46.494, 349.33, 44, 100, 92673, 2242, 13365
2026/07/30 22:57:47.560, 351.48, 41, 93, 92673, 1672, 13365
2026/07/30 22:57:48.622, 325.11, 47, 100, 92673, 2347, 13365
2026/07/30 22:57:49.688, 366.33, 44, 98, 92673, 1627, 13365
2026/07/30 22:57:50.758, 336.30, 50, 91, 92673, 2287, 13365
2026/07/30 22:57:51.823, 343.27, 47, 100, 92673, 1762, 13365
2026/07/30 22:57:52.885, 359.27, 48, 100, 92673, 2257, 13365
2026/07/30 22:57:53.947, 328.93, 46, 100, 92673, 1590, 13365
2026/07/30 22:57:55.013, 366.58, 51, 91, 92673, 2310, 13365
2026/07/30 22:57:56.083, 357.80, 48, 100, 92673, 1732, 13365
2026/07/30 22:57:57.150, 361.44, 43, 74, 92673, 2107, 13365
2026/07/30 22:57:58.218, 363.58, 47, 100, 92673, 2002, 13365
2026/07/30 22:57:59.287, 329.09, 44, 94, 92673, 1605, 13365
2026/07/30 22:58:00.352, 363.61, 52, 90, 92673, 2355, 13365
2026/07/30 22:58:01.417, 333.92, 48, 100, 92673, 1492, 13365
2026/07/30 22:58:02.480, 347.95, 51, 80, 92673, 2115, 13365
2026/07/30 22:58:03.546, 336.95, 48, 100, 92673, 2010, 13365
2026/07/30 22:58:04.613, 353.06, 48, 100, 92673, 1500, 13365
2026/07/30 22:58:05.679, 330.17, 51, 80, 92673, 2107, 13365
2026/07/30 22:58:06.741, 366.49, 49, 100, 92673, 2002, 13365
2026/07/30 22:58:07.808, 331.12, 49, 100, 92673, 1492, 13365
2026/07/30 22:58:08.874, 351.52, 52, 100, 92673, 2212, 13365
2026/07/30 22:58:09.945, 344.12, 51, 100, 92673, 1710, 13365
2026/07/30 22:58:11.009, 365.99, 46, 86, 92673, 1785, 13365
2026/07/30 22:58:12.079, 341.83, 55, 92, 92673, 2257, 13365
2026/07/30 22:58:13.146, 355.16, 51, 100, 92673, 1882, 13365
