timestamp,power_w,temperature_c,gpu_util_pct,memory_used_mib,graphics_clock_mhz,memory_clock_mhz
2026/07/30 23:20:14.977, 40.02, 44, 0, 770, 180, 7001
2026/07/30 23:20:16.039, 83.88, 45, 0, 1307, 2610, 13365
2026/07/30 23:20:17.106, 83.75, 45, 0, 76637, 2610, 13365
2026/07/30 23:20:18.189, 104.23, 45, 83, 76637, 2610, 13365
2026/07/30 23:20:19.259, 105.08, 45, 84, 76637, 2617, 13365
2026/07/30 23:20:20.327, 105.17, 45, 85, 76637, 2610, 13365
2026/07/30 23:20:21.399, 105.40, 45, 85, 76637, 2617, 13365
2026/07/30 23:20:22.497, 112.03, 45, 84, 93171, 2610, 13365
2026/07/30 23:20:23.560, 106.68, 45, 0, 93171, 2617, 13365
2026/07/30 23:20:24.623, 88.21, 44, 0, 93171, 2610, 13365
2026/07/30 23:20:25.696, 152.66, 55, 76, 93253, 2280, 13365
2026/07/30 23:20:26.778, 174.53, 46, 75, 93253, 2587, 13365
2026/07/30 23:20:27.854, 230.26, 46, 79, 93285, 2610, 13365
2026/07/30 23:20:28.937, 193.07, 46, 77, 93285, 2610, 13365
2026/07/30 23:20:30.023, 176.67, 56, 93, 93289, 2265, 13365
2026/07/30 23:20:31.102, 176.41, 47, 78, 93289, 2610, 13365
2026/07/30 23:20:32.175, 225.46, 46, 78, 93293, 2602, 13365
2026/07/30 23:20:33.255, 178.57, 55, 100, 93297, 2145, 13365
2026/07/30 23:20:34.331, 183.42, 48, 85, 93297, 2212, 13365
2026/07/30 23:20:35.413, 178.09, 48, 80, 93301, 2610, 13365
2026/07/30 23:20:36.485, 227.14, 46, 79, 93305, 2610, 13365
2026/07/30 23:20:37.562, 178.63, 47, 77, 93305, 2595, 13365
2026/07/30 23:20:38.642, 178.42, 47, 77, 93309, 2610, 13365
2026/07/30 23:20:39.714, 200.74, 46, 75, 93313, 2610, 13365
2026/07/30 23:20:40.782, 214.00, 46, 79, 93313, 2587, 13365
2026/07/30 23:20:41.854, 179.76, 52, 98, 93317, 2115, 13365
2026/07/30 23:20:42.927, 179.18, 47, 80, 93317, 2595, 13365
2026/07/30 23:20:44.000, 229.65, 47, 79, 93321, 2610, 13365
2026/07/30 23:20:45.075, 179.89, 47, 79, 93325, 2632, 13365
2026/07/30 23:20:46.150, 185.54, 47, 80, 93325, 2610, 13365
2026/07/30 23:20:47.223, 234.33, 47, 78, 93329, 2610, 13365
2026/07/30 23:20:48.294, 186.36, 56, 97, 93333, 2152, 13365
2026/07/30 23:20:49.363, 181.10, 48, 81, 93333, 2355, 13365
2026/07/30 23:20:50.427, 205.12, 47, 78, 93337, 2610, 13365
2026/07/30 23:20:51.502, 214.77, 47, 78, 93341, 2610, 13365
2026/07/30 23:20:52.578, 182.65, 47, 80, 93341, 2580, 13365
2026/07/30 23:20:53.647, 186.18, 47, 73, 93345, 2610, 13365
2026/07/30 23:20:54.720, 232.06, 57, 96, 93349, 2167, 13365
2026/07/30 23:20:55.799, 181.60, 48, 79, 93349, 2145, 13365
2026/07/30 23:20:56.865, 213.74, 47, 79, 93353, 2610, 13365
2026/07/30 23:20:57.937, 231.54, 47, 78, 93357, 2610, 13365
2026/07/30 23:20:59.018, 181.67, 49, 79, 93357, 2565, 13365
2026/07/30 23:21:00.089, 185.91, 47, 76, 93361, 2610, 13365
2026/07/30 23:21:01.161, 233.01, 57, 96, 93365, 2190, 13365
2026/07/30 23:21:02.231, 183.93, 48, 79, 93365, 2317, 13365
2026/07/30 23:21:03.302, 187.72, 48, 79, 93369, 2610, 13365
2026/07/30 23:21:04.370, 233.00, 47, 77, 93373, 2610, 13365
2026/07/30 23:21:05.446, 182.79, 55, 86, 93373, 2452, 13365
2026/07/30 23:21:06.516, 182.03, 49, 85, 93377, 2145, 13365
2026/07/30 23:21:07.585, 232.81, 53, 100, 93381, 2085, 13365
2026/07/30 23:21:08.661, 182.83, 48, 78, 93381, 2520, 13365
2026/07/30 23:21:09.741, 182.18, 47, 78, 93385, 2610, 13365
2026/07/30 23:21:10.816, 232.32, 47, 76, 93389, 2610, 13365
2026/07/30 23:21:11.893, 182.81, 54, 100, 93389, 2092, 13365
2026/07/30 23:21:12.958, 219.95, 49, 77, 93393, 2520, 13365
2026/07/30 23:21:14.030, 234.31, 48, 77, 93397, 2610, 13365
2026/07/30 23:21:15.104, 182.67, 48, 78, 93397, 2610, 13365
2026/07/30 23:21:16.169, 220.69, 48, 78, 93401, 2610, 13365
2026/07/30 23:21:17.236, 233.78, 57, 95, 93405, 2197, 13365
2026/07/30 23:21:18.312, 182.85, 49, 80, 93405, 2280, 13365
2026/07/30 23:21:19.380, 228.32, 48, 78, 93409, 2610, 13365
2026/07/30 23:21:20.455, 198.30, 48, 77, 93413, 2610, 13365
2026/07/30 23:21:21.532, 183.15, 57, 95, 93413, 2190, 13365
2026/07/30 23:21:22.595, 230.42, 48, 75, 93417, 2595, 13365
2026/07/30 23:21:23.666, 197.35, 51, 95, 93421, 2055, 13365
2026/07/30 23:21:24.740, 183.61, 49, 78, 93421, 2610, 13365
2026/07/30 23:21:25.810, 235.23, 48, 76, 93425, 2610, 13365
2026/07/30 23:21:26.888, 192.34, 55, 84, 93429, 2482, 13365
2026/07/30 23:21:27.967, 183.26, 50, 86, 93429, 2070, 13365
2026/07/30 23:21:29.043, 237.85, 48, 78, 93433, 2610, 13365
2026/07/30 23:21:30.118, 190.47, 49, 81, 93437, 2512, 13365
2026/07/30 23:21:31.199, 188.89, 48, 77, 93437, 2610, 13365
2026/07/30 23:21:32.274, 235.92, 48, 76, 93441, 2610, 13365
2026/07/30 23:21:33.351, 184.53, 53, 100, 93445, 2062, 13365
2026/07/30 23:21:34.421, 184.05, 49, 79, 93449, 2640, 13365
2026/07/30 23:21:35.495, 236.52, 49, 78, 93449, 2610, 13365
2026/07/30 23:21:36.568, 189.26, 48, 79, 93453, 2625, 13365
2026/07/30 23:21:37.635, 208.10, 48, 75, 93457, 2610, 13365
2026/07/30 23:21:38.702, 220.49, 53, 100, 93457, 2040, 13365
2026/07/30 23:21:39.774, 183.73, 49, 79, 93461, 2520, 13365
2026/07/30 23:21:40.850, 246.35, 48, 77, 93465, 2610, 13365
2026/07/30 23:21:41.929, 195.29, 48, 78, 93465, 2587, 13365
2026/07/30 23:21:43.005, 188.50, 50, 87, 93469, 2047, 13365
2026/07/30 23:21:44.077, 237.25, 53, 100, 93473, 2047, 13365
2026/07/30 23:21:45.158, 184.74, 49, 78, 93473, 2655, 13365
2026/07/30 23:21:46.226, 210.91, 48, 76, 93477, 2610, 13365
2026/07/30 23:21:47.295, 219.23, 58, 91, 93481, 2317, 13365
2026/07/30 23:21:48.362, 184.06, 49, 78, 93481, 2220, 13365
2026/07/30 23:21:49.432, 240.37, 48, 76, 93485, 2610, 13365
2026/07/30 23:21:50.509, 190.41, 48, 74, 93489, 2610, 13365
2026/07/30 23:21:51.584, 184.30, 48, 77, 93493, 2610, 13365
2026/07/30 23:21:52.653, 237.84, 58, 94, 93493, 2242, 13365
2026/07/30 23:21:53.727, 187.12, 50, 78, 93497, 2340, 13365
2026/07/30 23:21:54.795, 218.20, 49, 77, 93501, 2610, 13365
2026/07/30 23:21:55.863, 214.81, 48, 74, 93501, 2602, 13365
2026/07/30 23:21:56.939, 186.06, 53, 97, 93505, 2025, 13365
2026/07/30 23:21:58.013, 239.71, 49, 79, 93509, 2610, 13365
2026/07/30 23:21:59.090, 190.93, 49, 77, 93509, 2625, 13365
2026/07/30 23:22:00.160, 204.01, 49, 76, 93513, 2610, 13365
2026/07/30 23:22:01.228, 238.95, 57, 87, 93517, 2407, 13365
2026/07/30 23:22:02.299, 185.60, 50, 81, 93517, 2092, 13365
2026/07/30 23:22:03.367, 243.03, 50, 76, 93521, 2610, 13365
2026/07/30 23:22:04.441, 215.83, 49, 73, 93525, 2602, 13365
2026/07/30 23:22:05.515, 185.34, 51, 89, 93529, 2032, 13365
2026/07/30 23:22:06.586, 239.01, 54, 100, 93529, 2070, 13365
2026/07/30 23:22:07.655, 186.61, 49, 80, 93533, 2610, 13365
2026/07/30 23:22:08.721, 226.69, 49, 76, 93537, 2610, 13365
2026/07/30 23:22:09.794, 207.78, 55, 100, 93537, 2047, 13365
2026/07/30 23:22:10.873, 191.09, 50, 77, 93541, 2452, 13365
