timestamp,power_w,temperature_c,gpu_util_pct,memory_used_mib,graphics_clock_mhz,memory_clock_mhz
2026/07/30 23:06:24.154, 345.44, 66, 100, 93149, 1815, 13365
2026/07/30 23:06:25.217, 346.32, 62, 87, 93149, 1882, 13365
2026/07/30 23:06:26.285, 354.75, 64, 100, 93149, 1830, 13365
2026/07/30 23:06:27.348, 355.71, 61, 84, 93149, 1815, 13365
2026/07/30 23:06:28.417, 353.54, 66, 100, 93149, 1815, 13365
2026/07/30 23:06:29.482, 351.23, 62, 84, 93149, 1867, 13365
2026/07/30 23:06:30.548, 353.08, 64, 100, 93149, 1867, 13365
2026/07/30 23:06:31.612, 343.03, 67, 86, 93149, 1747, 13365
2026/07/30 23:06:32.680, 351.89, 65, 100, 93149, 1897, 13365
2026/07/30 23:06:33.747, 353.75, 68, 98, 93149, 1822, 13365
2026/07/30 23:06:34.814, 350.54, 63, 90, 93149, 1890, 13365
2026/07/30 23:06:35.879, 349.24, 66, 100, 93149, 1837, 13365
2026/07/30 23:06:36.945, 352.28, 65, 92, 93149, 1867, 13365
2026/07/30 23:06:38.015, 352.92, 65, 100, 93149, 1777, 13365
2026/07/30 23:06:39.084, 353.21, 61, 82, 93149, 1755, 13365
2026/07/30 23:06:40.151, 351.86, 64, 100, 93149, 1942, 13365
2026/07/30 23:06:41.217, 348.13, 67, 87, 93149, 1762, 13365
2026/07/30 23:06:42.281, 350.94, 66, 100, 93149, 1897, 13365
2026/07/30 23:06:43.347, 351.90, 67, 100, 93149, 1762, 13365
2026/07/30 23:06:44.414, 348.39, 63, 87, 93149, 1882, 13365
2026/07/30 23:06:45.482, 358.23, 68, 93, 93149, 1777, 13365
2026/07/30 23:06:46.546, 345.84, 66, 97, 93149, 1875, 13365
2026/07/30 23:06:47.613, 343.51, 68, 100, 93149, 1830, 13365
2026/07/30 23:06:48.679, 349.35, 63, 90, 93149, 1875, 13365
2026/07/30 23:06:49.744, 358.51, 65, 100, 93149, 1830, 13365
2026/07/30 23:06:50.812, 356.17, 62, 83, 93149, 1762, 13365
2026/07/30 23:06:51.875, 352.08, 64, 100, 93149, 1920, 13365
2026/07/30 23:06:52.941, 355.79, 65, 92, 93149, 1890, 13365
2026/07/30 23:06:54.015, 350.20, 66, 100, 93149, 1800, 13365
2026/07/30 23:06:55.080, 353.38, 62, 84, 93149, 1852, 13365
2026/07/30 23:06:56.151, 348.67, 64, 100, 93149, 1920, 13365
2026/07/30 23:06:57.218, 347.21, 66, 82, 93149, 1732, 13365
2026/07/30 23:06:58.282, 343.35, 65, 100, 93149, 1987, 13365
2026/07/30 23:06:59.356, 349.77, 68, 89, 93149, 1777, 13365
2026/07/30 23:07:00.420, 350.15, 65, 100, 93149, 1830, 13365
2026/07/30 23:07:01.491, 356.33, 65, 82, 93149, 1725, 13365
2026/07/30 23:07:02.555, 345.70, 65, 100, 93149, 1950, 13365
2026/07/30 23:07:03.619, 341.33, 68, 88, 93149, 1755, 13365
2026/07/30 23:07:04.689, 354.67, 66, 100, 93149, 1875, 13365
